//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
//            Team Develop  : WZTEAM                                                                                         ;
//            Elaborado El  : 01/01/2010                                                                                     ;
//            Project Name  : LOST-PROJECT                                                                                   ;
//            Coder: FoReVeRoNe & Josep                                                                                      ;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
//      Index  ItemID   Level  Skill    Luck    Add   FULL=63    X       Y      Escala   Descripcion       ;
//¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬¬|¬¬¬¬¬¬¬¬¬¬|¬¬¬¬¬¬¬¬¬¬¬¬¬;
// Modo ;|       |       |       |       |       |       |       |       |        |          |
//¬¬|¬¬  |       |       |       |       |       |       |       |       |        |          |
1
	13      43	0	0	0	0	0	0	0	50   // Seal of Ascension
	13      44	0	0	0	0	0	0	0	50   // Seal of Wealth
	13      45	0	0	0	0	0	0	0	50   // Seal of Sustenance
        12      3       13      1       1       1       63      1       1       150 //aSA
        12      4       13      1       1       1       63      1       1       150 //ASA
        12      5       13      1       1       1       63      1       1       150 //ASA
        12      6       13      1       1       1       63      1       1       150 //ASA
        13      30      13      1       1       1       63      1       1       150 //CAP

	14      63	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      64	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      65	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      66	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      67	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      68	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      69	0	0	0	0	0	0	0	50   // Seal of Ascension



        0       0       13      1       1       1       63       1       1       12 //Kris 
        0       1       13      1       1       1       63       1       1       15 //Short Sword 
        0       2       13      1       1       1       63       1       1       13 //Rapier 
0  3  13      1       1       1       63       1       1       22 //Katana 
0  4  13      1       1       1       63       1       1       20 //Sword of Assassin 
0  5  13      1       1       1       63       1       1       23 //Blade 
0  6  13      1       1       1       63       1       1       19 //Gladius 
0  7  13      1       1       1       63       1       1       19 //Falchion 
0  8  13      1       1       1       63       1       1       19 //Serpent Borg 
0  9  13      1       1       1       63       1       1       19 //Salamander Sword 
0 10 13      1       1       1       63       1       1       19 //Light Saber 
0 11 13      1       1       1       63       1       1       21 //Legendary Sword 
0 12 13      1       1       1       63       1       1       25 //Heliacal Sword 
0 13 13      1       1       1       63       1       1       20 //Double Blade 
0 14 13      1       1       1       63       1       1       20 //Lightning Sword 
0 15 13      1       1       1       63       1       1       20 //Giant Sword 
0 16 13      1       1       1       63       1       1       20 //Sword of Destruction 
0 17 13      1       1       1       63       1       1       20 //Dark Breaker 
0 18 13      1       1       1       63       1       1       19 //Thunder Sword 
0 19 13      1       1       1       63       1       1       21 //Divine Sword of Archangel 
0 20 13      1       1       1       63       1       1       35 //Knight Blade 
0 21 13      1       1       1       63       1       1       26 //Dark Reign Blade 
0 22 13      1       1       1       63       1       1       49 //Bone Blade 
0 23 13      1       1       1       63       1       1       49 //Explosion Blade 
0 24 13      1       1       1       63       1       1       62 //Daybreak 
0 25 13      1       1       1       63       1       1       62 //Sword Dancer 
0 31 13      1       1       1       63       1       1       49 //Rune Blade 



1 0 13      1       1       1       63       1       1       50 //Small Axe 
1 1 13      1       1       1       63       1       1       50 //Hand Axe 
1 2 13      1       1       1       63       1       1       50 //Double Axe 
1 3 13      1       1       1       63       1       1       50 //Tomahawk 
1 4 13      1       1       1       63       1       1       50 //Elven Axe 
1 5 13      1       1       1       63       1       1       50 //Battle Axe 
1 6 13      1       1       1       63       1       1       50 //Nikkea Axe 
1 7 13      1       1       1       63       1       1       50 //Larkan Axe 
1 8 13      1       1       1       63       1       1       50 //Crescent Axe 



2 0 13      1       1       1       63       1       1       50 //Mace 
2 1 13      1       1       1       63       1       1       50 //Morning Star 
2 2 13      1       1       1       63       1       1       50 //Flail 
2 3 13      1       1       1       63       1       1       50 //Great Hammer 
2 4 13      1       1       1       63       1       1       50 //Crystal Morning Star 
2 5 13      1       1       1       63       1       1       50 //Crystal Sword 
2 6 13      1       1       1       63       1       1       50 //Chaos Dragon Axe
2 7 13      1       1       1       63       1       1       50 //Elemental Mace 
2 8 13      1       1       1       63       1       1       50 //Battle Scepter 
2 9 13      1       1       1       63       1       1       50 // Master Scepter 
2 10 13      1       1       1       63       1       1       50 //Great Scepter 
2 11 13      1       1       1       63       1       1       50 //Lord Scepter 
2 12 13      1       1       1       63       1       1       50 //Great Lord Scepter 
2 13 13      1       1       1       63       1       1       50 // Absolute Scepter of Archangel 
2 14 13      1       1       1       63       1       1       50 //Solay-u Scepter 
2 15 13      1       1       1       63       1       1       50 //Shining Scepter 



3 0 13      1       1       1       63       1       1       50 //Light Spear 
3 1 13      1       1       1       63       1       1       50 //Spear –
3 2 13      1       1       1       63       1       1       50 //Dragon Lance 
3 3 13      1       1       1       63       1       1       50 //Giant Trident 
3 4 13      1       1       1       63       1       1       50 //Serpent Spear 
3 5 13      1       1       1       63       1       1       50 //Double Poleaxe 
3 6 13      1       1       1       63       1       1       50 //Halberd 
3 7 13      1       1       1       63       1       1       50 //Berdysh –
3 8 13      1       1       1       63       1       1       50 //Great Scythe 
3 9 13      1       1       1       63       1       1       50 //Bill of Balrog 
3 10 13      1       1       1       63       1       1       50 //Dragon Spear 



4 0 13      1       1       1       63       1       1       50 //Short Bow 
4 1 13      1       1       1       63       1       1       50 //Bow 
4 2 13      1       1       1       63       1       1       50 //Elven Bow 
4 3 13      1       1       1       63       1       1       50 //Battle Bow 
4 4 13      1       1       1       63       1       1       50 //Tiger Bow 
4 5 13      1       1       1       63       1       1       50 //Silver Bow 
4 6 13      1       1       1       63       1       1       50 //Chaos Nature Bow 
4 7 13      1       1       1       63       1       1       50 //Bolts 
4 8 13      1       1       1       63       1       1       50 //Crossbow 
4 9 13      1       1       1       63       1       1       50 //Golden Crossbow 
4 10 13      1       1       1       63       1       1       50 //Arquebus 
4 11 13      1       1       1       63       1       1       50 //Light Crossbow 
4 12 13      1       1       1       63       1       1       50 //Serpent Crossbow 
4 13 13      1       1       1       63       1       1       50 //Blue Wing Crossbow 
4 14 13      1       1       1       63       1       1       50 //Aqua Gold Crossbow 
4 15 13      1       1       1       63       1       1       50 //Arrows 
4 16 13      1       1       1       63       1       1       50 //Saint Crossbow 
4 17 13      1       1       1       63       1       1       50 //Celestial Bow 
4 18 13      1       1       1       63       1       1       50 //Divine Crossbow of Archangel  
4 19 13      1       1       1       63       1       1       50 //Great Reign Crossbow 
4 20 13      1       1       1       63       1       1       50 //Arrow Viper Bow 
4 21 13      1       1       1       63       1       1       50 //Sylph Wind Bow 
4 22 13      1       1       1       63       1       1       50 //Albatross Bow 



5 0 13      1       1       1       63       1       1       50 //Skull Staff 
5 1 13      1       1       1       63       1       1       50 //Angelic Staff 
5 2 13      1       1       1       63       1       1       50 //Serpent Staff 
5 3 13      1       1       1       63       1       1       50 //Thunder Staff 
5 4 13      1       1       1       63       1       1       50 //Gorgon Staff 
5 5 13      1       1       1       63       1       1       50 //Legendary Staff 
5 6 13      1       1       1       63       1       1       50 //Staff of Ressurection  
5 7 13      1       1       1       63       1       1       50 //Chaos Lightning Staff 
5 8 13      1       1       1       63       1       1       50 //Staff of Destruction 
5 9 13      1       1       1       63       1       1       50 //Grand Soul Staff 
5 10 13      1       1       1       63       1       1       50 //Divine Staff of Archangel
5 11 13      1       1       1       63       1       1       50 //Staff of Kundun 
5 12 13      1       1       1       63       1       1       50 //Grand Viper Staff 
5 13 13      1       1       1       63       1       1       50 //Platina Wing Staff



6 0 13      1       1       1       63       1       1       50 //Round Shield 
6 1 13      1       1       1       63       1       1       50 //Horn Shield 
6 2 13      1       1       1       63       1       1       50 //Kite Shield 
6 3 13      1       1       1       63       1       1       50 //Elven Shield 
6 4 13      1       1       1       63       1       1       50 //Buckler 
6 5 13      1       1       1       63       1       1       50 //Dragon Slayer Shield  
6 6 13      1       1       1       63       1       1       50 //Skull Shield 
6 7 13      1       1       1       63       1       1       50 //Spiked Shield 
6 8 13      1       1       1       63       1       1       50 //Tower Shield 
6 9 13      1       1       1       63       1       1       50 //Plate Shield 
